total_transactions,query_name,total_customers,total_merchants,fraudulent_transactions,fraud_rate,montant_moyen,montant_min,montant_max,montant_total,category,nombre_transactions,volume_total,fraudulent_amount,merchant,gender,tranche_age,jour,transactions_frauduleuses,taux_fraude,customer,nombre_commercants,nombre_categories,id,step,age,zipcodeOri,zipMerchant,amount,fraud,zscore
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C190128751,,,21688.0,8.0,2,28007,28007,82.62,0.0,3.18
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,M,,,,,C721654925,,,480674.0,149.0,2,28007,28007,190.55,1.0,3.18
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C949116847,,,249039.0,83.0,3,28007,28007,82.61,0.0,3.18
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C550190826,,,331866.0,107.0,3,28007,28007,82.6,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1855266571,,,251554.0,84.0,2,28007,28007,82.59,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C911364935,,,289649.0,95.0,3,28007,28007,82.59,0.0,3.17
,anomalous_transactions,,,,,,,,,es_sportsandtoys,,,,M980657600,F,,,,,C586511331,,,76706.0,28.0,5,28007,28007,899.91,1.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C949319027,,,51400.0,19.0,2,28007,28007,82.57,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C196786098,,,398148.0,126.0,3,28007,28007,82.57,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C300052027,,,93911.0,34.0,1,28007,28007,82.56,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1844695541,,,521493.0,160.0,4,28007,28007,82.56,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C310220915,,,132734.0,47.0,3,28007,28007,82.55,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1514271157,,,256896.0,85.0,2,28007,28007,82.55,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C553434543,,,144213.0,51.0,2,28007,28007,82.53,0.0,3.17
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,F,,,,,C1932334304,,,426918.0,134.0,5,28007,28007,116.32,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1791793827,,,340617.0,110.0,4,28007,28007,82.52,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C893276958,,,50832.0,19.0,2,28007,28007,82.51,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1080813886,,,79421.0,29.0,4,28007,28007,82.51,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C186516178,,,105726.0,38.0,3,28007,28007,82.51,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1293579037,,,421973.0,133.0,2,28007,28007,82.51,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C639699427,,,486716.0,150.0,3,28007,28007,82.51,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1126297464,,,141221.0,50.0,2,28007,28007,82.49,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1461183154,,,592202.0,179.0,5,28007,28007,82.49,0.0,3.17
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,F,,,,,C1904416498,,,225646.0,76.0,4,28007,28007,116.26,0.0,3.17
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1175850429,,,431477.0,135.0,4,28007,28007,620.77,1.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C815186263,,,25317.0,10.0,2,28007,28007,82.48,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1999699557,,,430980.0,135.0,3,28007,28007,82.48,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C310220915,,,582079.0,176.0,3,28007,28007,82.48,0.0,3.17
,anomalous_transactions,,,,,,,,,es_leisure,,,,M1294758098,F,,,,,C611182051,,,338597.0,109.0,2,28007,28007,592.03,1.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1472579779,,,21836.0,8.0,2,28007,28007,82.46,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1666444221,,,171787.0,59.0,3,28007,28007,82.46,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1902837467,,,289920.0,95.0,4,28007,28007,82.46,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C214836772,,,354824.0,114.0,2,28007,28007,82.46,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1674674654,,,473045.0,147.0,5,28007,28007,82.45,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C560376591,,,517809.0,159.0,2,28007,28007,82.44,0.0,3.17
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1093826151,,,156516.0,55.0,4,28007,28007,82.43,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1701338775,,,386797.0,123.0,5,28007,28007,82.43,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C908162687,,,465156.0,145.0,6,28007,28007,82.43,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C891364505,,,8353.0,3.0,3,28007,28007,82.42,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1679430600,,,547379.0,167.0,4,28007,28007,82.41,0.0,3.16
,anomalous_transactions,,,,,,,,,es_barsandrestaurants,,,,M151143676,F,,,,,C421432072,,,174214.0,60.0,2,28007,28007,164.94,1.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C2110878299,,,426209.0,134.0,3,28007,28007,82.4,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C497088099,,,23448.0,9.0,2,28007,28007,82.38,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1169771418,,,74721.0,28.0,3,28007,28007,82.38,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1508373758,,,396956.0,126.0,3,28007,28007,82.38,0.0,3.16
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,M,,,,,C1175850429,,,186010.0,64.0,4,28007,28007,272.32,1.0,3.16
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,F,,,,,C2030175121,,,527948.0,162.0,1,28007,28007,116.1,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C507179979,,,405657.0,128.0,2,28007,28007,82.37,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C136606306,,,569639.0,173.0,4,28007,28007,82.37,0.0,3.16
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,F,,,,,C560376591,,,153213.0,54.0,2,28007,28007,116.09,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1980302296,,,122674.0,44.0,1,28007,28007,82.36,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C263489307,,,538809.0,165.0,2,28007,28007,82.36,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C207380283,,,89794.0,33.0,3,28007,28007,82.35,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C892313955,,,52355.0,20.0,3,28007,28007,82.34,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1814746822,,,145456.0,51.0,1,28007,28007,82.34,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C332611573,,,1176.0,0.0,2,28007,28007,82.33,0.0,3.16
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C218446443,,,380049.0,121.0,2,28007,28007,619.45,1.0,3.16
,anomalous_transactions,,,,,,,,,es_home,,,,M923029380,M,,,,,C2130327838,,,46307.0,17.0,2,28007,28007,774.13,1.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C841747618,,,262752.0,87.0,3,28007,28007,82.32,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1586463432,,,263521.0,87.0,6,28007,28007,82.32,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C17589297,,,428355.0,134.0,4,28007,28007,82.32,0.0,3.16
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C56852547,,,258732.0,86.0,3,28007,28007,619.32,1.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1512444326,,,17791.0,7.0,3,28007,28007,82.31,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C276409392,,,242259.0,81.0,4,28007,28007,82.31,0.0,3.16
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,M,,,,,C1648683269,,,29231.0,11.0,3,28007,28007,116.0,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1471216995,,,113125.0,40.0,3,28007,28007,82.3,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C672742304,,,194535.0,67.0,4,28007,28007,82.3,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C662396672,,,282135.0,93.0,2,28007,28007,82.3,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C763681944,,,527105.0,161.0,2,28007,28007,82.3,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1415998962,,,27711.0,10.0,2,28007,28007,82.29,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1612832553,,,361853.0,116.0,1,28007,28007,82.29,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1117403153,,,46727.0,18.0,5,28007,28007,82.28,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1350068848,,,68160.0,25.0,4,28007,28007,82.28,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1189752912,,,72977.0,27.0,2,28007,28007,82.28,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C72452640,,,112537.0,40.0,2,28007,28007,82.28,0.0,3.16
,anomalous_transactions,,,,,,,,,es_home,,,,M923029380,M,,,,,C736721523,,,34731.0,13.0,3,28007,28007,773.59,1.0,3.16
,anomalous_transactions,,,,,,,,,es_home,,,,M2122776122,F,,,,,C2130894809,,,453280.0,141.0,2,28007,28007,773.49,1.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C592766342,,,221252.0,75.0,2,28007,28007,82.26,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1886601622,,,222153.0,75.0,3,28007,28007,82.26,0.0,3.16
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C23049140,,,531470.0,163.0,5,28007,28007,82.25,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C764950264,,,552688.0,168.0,4,28007,28007,82.25,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C954359387,,,308489.0,101.0,4,28007,28007,82.24,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C263788122,,,500714.0,154.0,3,28007,28007,82.24,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C332727422,,,53909.0,20.0,5,28007,28007,82.23,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C278484907,,,508429.0,156.0,2,28007,28007,82.23,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C413455659,,,479518.0,148.0,2,28007,28007,82.22,0.0,3.15
,anomalous_transactions,,,,,,,,,es_sportsandtoys,,,,M1741626453,F,,,,,C483912131,,,441186.0,138.0,2,28007,28007,895.59,1.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C477595630,,,52888.0,20.0,4,28007,28007,82.21,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1959541246,,,286115.0,94.0,3,28007,28007,82.21,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C779868884,,,302303.0,99.0,1,28007,28007,82.21,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C464042268,,,42179.0,16.0,6,28007,28007,82.2,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C2042503226,,,67465.0,25.0,2,28007,28007,82.2,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C906611945,,,502392.0,155.0,2,28007,28007,82.2,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C2123823248,,,58550.0,22.0,4,28007,28007,82.19,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C730142143,,,442361.0,138.0,4,28007,28007,82.19,0.0,3.15
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,M,,,,,C1175850429,,,56859.0,21.0,4,28007,28007,271.61,1.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C159913055,,,581963.0,176.0,3,28007,28007,82.18,0.0,3.15
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,F,,,,,C1584366693,,,391310.0,124.0,5,28007,28007,271.56,1.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1029994689,,,313124.0,102.0,3,28007,28007,82.17,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1010865894,,,476269.0,148.0,1,28007,28007,82.16,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1590346257,,,444846.0,139.0,1,28007,28007,82.15,0.0,3.15
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,M,,,,,C2016997607,,,520862.0,160.0,2,28007,28007,115.78,0.0,3.15
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1535107174,F,,,,,C1835412106,,,159038.0,55.0,2,28007,28007,271.43,1.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C2012722039,,,294771.0,97.0,1,28007,28007,82.14,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C574062699,,,335568.0,108.0,2,28007,28007,82.14,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1722987449,,,34982.0,13.0,3,28007,28007,82.13,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1736605496,,,243069.0,81.0,4,28007,28007,82.13,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1056640661,,,279632.0,92.0,2,28007,28007,82.13,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1028143403,,,374346.0,119.0,3,28007,28007,82.13,0.0,3.15
,anomalous_transactions,,,,,,,,,es_sportsandtoys,,,,M980657600,M,,,,,C73760959,,,515880.0,158.0,6,28007,28007,894.46,1.0,3.15
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,M,,,,,C1801015376,,,344032.0,111.0,2,28007,28007,115.75,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C610735261,,,87547.0,32.0,2,28007,28007,82.12,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C39890933,,,351915.0,113.0,5,28007,28007,82.12,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C605904636,,,377405.0,120.0,5,28007,28007,82.12,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C16891369,,,455829.0,142.0,3,28007,28007,82.12,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C478820701,,,554687.0,169.0,3,28007,28007,82.12,0.0,3.15
,anomalous_transactions,,,,,,,,,es_hotelservices,,,,M2011752106,M,,,,,C566582492,,,355060.0,114.0,3,28007,28007,915.0,1.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C682529129,,,47669.0,18.0,3,28007,28007,82.11,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C2096265838,,,298033.0,98.0,3,28007,28007,82.1,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1967337226,,,323641.0,105.0,4,28007,28007,82.1,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1769359992,,,510266.0,157.0,3,28007,28007,82.09,0.0,3.15
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1259046770,,,26293.0,10.0,4,28007,28007,82.08,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C430579454,,,383053.0,122.0,4,28007,28007,82.08,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1517749848,,,561782.0,171.0,2,28007,28007,82.08,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C206074131,,,174324.0,60.0,5,28007,28007,82.06,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C857032107,,,356708.0,114.0,3,28007,28007,82.06,0.0,3.14
,anomalous_transactions,,,,,,,,,es_hotelservices,,,,M857378720,F,,,,,C1849046345,,,121307.0,43.0,4,28007,28007,914.33,1.0,3.14
,anomalous_transactions,,,,,,,,,es_home,,,,M923029380,F,,,,,C617723960,,,112235.0,40.0,4,28007,28007,771.1,1.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1055224400,,,51815.0,19.0,3,28007,28007,82.05,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1864289868,,,71605.0,26.0,4,28007,28007,82.05,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1690988973,,,514298.0,158.0,1,28007,28007,82.05,0.0,3.14
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,F,,,,,C1808415473,,,514794.0,158.0,3,28007,28007,115.63,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1878030169,,,181574.0,63.0,5,28007,28007,82.04,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1881708420,,,537286.0,164.0,3,28007,28007,82.04,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1167781928,,,573651.0,174.0,6,28007,28007,82.04,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C438204842,,,489857.0,151.0,2,28007,28007,82.03,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C287182059,,,583681.0,177.0,4,28007,28007,82.03,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C185428348,,,69389.0,26.0,2,28007,28007,82.02,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C851871528,,,417885.0,132.0,1,28007,28007,82.02,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1350068848,,,470323.0,146.0,4,28007,28007,82.02,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C2126946323,,,400790.0,127.0,2,28007,28007,82.01,0.0,3.14
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1705927875,,,242894.0,81.0,3,28007,28007,616.63,1.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C267593624,,,178799.0,62.0,1,28007,28007,82.0,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1901064095,,,3187.0,1.0,2,28007,28007,81.99,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C718962269,,,322603.0,105.0,3,28007,28007,81.99,0.0,3.14
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,M,,,,,C1456851744,,,430684.0,135.0,2,28007,28007,115.55,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1927849279,,,228969.0,77.0,2,28007,28007,81.98,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C870367228,,,337480.0,109.0,4,28007,28007,81.98,0.0,3.14
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C617723960,,,543134.0,166.0,4,28007,28007,616.37,1.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C238779431,,,219160.0,74.0,3,28007,28007,81.97,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C823379702,,,241903.0,81.0,5,28007,28007,81.97,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C168310052,,,463670.0,144.0,2,28007,28007,81.97,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1828416123,,,523456.0,160.0,4,28007,28007,81.97,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1232356156,,,193578.0,66.0,4,28007,28007,81.96,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1855338494,,,265203.0,88.0,4,28007,28007,81.96,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1340398290,,,69184.0,26.0,4,28007,28007,81.95,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1468001998,,,514461.0,158.0,3,28007,28007,81.94,0.0,3.14
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,M,,,,,C496697462,,,533157.0,163.0,4,28007,28007,188.79,1.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C2101882723,,,470222.0,146.0,1,28007,28007,81.93,0.0,3.14
,anomalous_transactions,,,,,,,,,es_otherservices,,,,M1888755466,M,,,,,C132320296,,,291398.0,96.0,2,28007,28007,633.1,1.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1941160297,,,123876.0,44.0,1,28007,28007,81.92,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1885919902,,,198403.0,68.0,3,28007,28007,81.92,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1453275851,,,414576.0,131.0,3,28007,28007,81.92,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C755615643,,,420558.0,132.0,3,28007,28007,81.92,0.0,3.14
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1685492470,,,383480.0,122.0,2,28007,28007,615.85,1.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1050663079,,,10408.0,4.0,4,28007,28007,81.91,0.0,3.14
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1784755412,,,363015.0,116.0,3,28007,28007,81.9,0.0,3.13
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1807153148,,,213678.0,72.0,4,28007,28007,81.89,0.0,3.13
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1299496226,,,323891.0,105.0,5,28007,28007,81.89,0.0,3.13
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C985732014,,,534365.0,163.0,2,28007,28007,81.89,0.0,3.13
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1255236689,,,573863.0,174.0,1,28007,28007,81.89,0.0,3.13
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C658256470,,,197450.0,68.0,3,28007,28007,81.88,0.0,3.13
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1081618305,,,462059.0,144.0,6,28007,28007,81.88,0.0,3.13
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1572610482,,,48121.0,18.0,3,28007,28007,615.5,1.0,3.13
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1575599226,,,61211.0,23.0,4,28007,28007,81.87,0.0,3.13
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1087788850,,,12793.0,5.0,4,28007,28007,81.85,0.0,3.13
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C2008562542,,,147004.0,52.0,2,28007,28007,81.85,0.0,3.13
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1808704110,,,307721.0,100.0,3,28007,28007,81.85,0.0,3.13
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1495681901,,,426900.0,134.0,1,28007,28007,81.85,0.0,3.13
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C2126657609,,,53655.0,20.0,2,28007,28007,615.22,1.0,3.13
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,F,,,,,C1156509589,,,330593.0,107.0,2,28007,28007,115.35,0.0,3.13
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M209847108,F,,,,,C1992185297,,,396280.0,125.0,3,28007,28007,270.31,1.0,3.13
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1624351292,,,112649.0,40.0,2,28007,28007,81.84,0.0,3.13
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C115603187,,,459832.0,143.0,4,28007,28007,81.84,0.0,3.13
